id,name,description,synonyms,github_discussion_number,stage,public,expected_number_of_records,frequency_of_updates,prioritised,datasets,useful_links,legislation,slug,created,updated,deleted_date,specification,is_local_land_charge,blocked_reason,os_declaration,is_local_plan_data
2c2d52bc-f8a5-4695-8782-3a6bfa2955f2,Biosphere reserves,Areas where local people model how we can live with nature and use its resources sustainably. They are designated by UNESCO (United Nations Educational Scientific and Cultural Organisation),,120,BACKLOG,t,,,f,,,,biosphere-reserves,2024-03-25,2025-01-28 14:22:31.681914,,,f,,,f
0aa18ec5-8866-4b83-84da-85da63e37bb7,Land required for public purpose,Land reserved for a public purpose under a planning scheme,,193,BACKLOG,t,,,f,,,"{""link_url"": ""https://www.legislation.gov.uk/ukpga/1990/8/contents"", ""link_text"": ""Town and Country Planning Act 1990""}",land-required-for-public-purpose,2024-03-25,2025-01-28 16:32:23.648193,,,f,,,f
6a5351d2-5a62-4358-8419-51306b978120,National grid cables,Locations of national electricity transmission network cables,,79,SCREEN,t,,,f,,"[{""link_url"": ""https://www.nationalgridet.com/network-and-assets/network-route-maps"", ""link_text"": ""National dataset documentation page""}, {""link_url"": ""https://www.nationalgrid.com/electricity-transmission/network-and-infrastructure/network-route-maps"", ""link_text"": ""National Grid - Network Route Maps website""}]",,national-grid-cables,2024-03-25,2024-07-02 14:14:15.261109,,,f,Restrictive Licence,,f
df4f4187-d0fb-4d3a-b78f-dfe7b8796832,Local nature recovery strategy,Locations to create or improve habitat most likely to provide the greatest benefit for nature and the wider environment,,207,BACKLOG,t,,,f,"[{""name"": ""local-nature-recovery-strategy"", ""label"": ""Local nature recovery strategy"", ""schema_url"": ""https://github.com/digital-land/specification/blob/main/content/dataset/local-nature-recovery-strategy.md?plain=1"", ""platform_url"": ""https://www.planning.data.gov.uk/dataset/local-nature-recovery-strategy"", ""dataset_editor_url"": null}]",,"{""link_url"": ""https://www.legislation.gov.uk/uksi/2023/341/made"", ""link_text"": ""The Environment (Local Nature Recovery Strategies) (Procedure) Regulations 2023""}",local-nature-recovery-strategy,2024-03-25,2025-01-28 16:36:17.086694,,,f,,,t
fbf6a8c0-c8ed-496d-a7cb-8427c500becf,Area of archaeological importance,Areas designated to protect archaeological remains from being damaged or destroyed,,110,BACKLOG,t,,,f,,,"{""link_url"": ""https://www.legislation.gov.uk/ukpga/1979/46"", ""link_text"": ""Ancient Monuments and Archaeological Areas Act 1979""}",area-of-archaeological-importance,2024-03-25,2025-01-28 14:12:41.234434,,,f,,,t
d7c164c3-0177-4a2c-ae5a-6917a24ddd14,Broadband speed,Coverage of broadband availability,,123,BACKLOG,t,,,f,,,"{""link_url"": ""https://www.legislation.gov.uk/uksi/2018/445/contents/made"", ""link_text"": ""The Electronic Communications (Universal Service) (Broadband) Order 2018""}",broadband-speed,2024-03-25,2025-01-28 14:24:11.971294,,,f,,,f
e1b4bcb3-4ae5-4252-80b6-c265fde9effb,Area of deficiency in access to public open space,Areas over specific walking distance from each of the categories of public open space as set out within the London Plan,,,BACKLOG,t,,,f,,,"{""link_url"": ""https://www.london.gov.uk/sites/default/files/the_london_plan_2021.pdf"", ""link_text"": ""The London Plan""}",area-of-deficiency-in-access-to-public-open-space,2024-03-25,2024-09-26 09:47:49.474983,,,f,,,t
bbfe0ece-dbf6-4f01-835f-7cb776ed18e9,Protected rural landscapes,"","{""Historic rural landscapes""}",236,BACKLOG,t,,,f,,,,protected-rural-landscapes,2024-03-25,2025-01-28 16:51:40.396837,,,f,,,f
266e2c08-2f76-4856-83d9-1ad4ddd342bf,Local development order,Local development orders (LDOs) provide permitted development rights for specified types of development in defined locations.,,62,RESEARCH,t,,,f,,"[{""link_url"": ""https://www.savills.co.uk/blog/article/351131/residential-property/in-plain-english--what-is-a-local-development-order-.aspx"", ""link_text"": ""What is a local development order""}]","{""link_url"": ""https://www.legislation.gov.uk/ukpga/2004/5/contents"", ""link_text"": ""Planning and Compulsory Purchase Act 2004""}",local-development-order,2024-03-25,2025-02-21 08:55:02.619614,,,f,,,t
6249d754-3f41-4de2-b14c-719ba09d5644,Biodiversity net gain,Biodiversity net gain (BNG) is a strategy to develop land and contribute to the recovery of nature. It's a way of making sure the habitat for wildlife is in a better state than it was before development,,118,BACKLOG,t,,,f,,,"{""link_url"": ""https://www.legislation.gov.uk/ukpga/2021/30/contents/enacted"", ""link_text"": ""The Environment Act 2021""}",biodiversity-net-gain,2024-03-25,2025-01-28 14:16:54.02375,,,f,,,t
b5588dc6-496d-4c3f-a774-fc5c37a58ec2,Coal authority risk area,Areas which contain recorded features which could cause risk from the legacy of coal mining operations,"{""Development risk and coal resource areas""}",127,BACKLOG,t,,,f,,,,coal-authority-risk-area,2024-03-25,2025-01-28 14:25:51.320567,,,f,,,f
eac0d98d-092e-4c72-8784-51c209a67597,Early years provision,"Education and childcare provision for children under 5 through nurseries, private, voluntary and independent (PVI) providers, including childminders",,152,BACKLOG,t,,,f,,,"{""link_url"": ""https://www.legislation.gov.uk/ukpga/2016/5/enacted"", ""link_text"": ""Childcare Act 2016, Childcare Act 2006.""}",early-years-provision,2024-03-25,2025-01-28 16:13:09.131133,,,f,,,t
5e813aeb-81f8-4741-b139-5425772eefa6,Gas pipeline,"Gas pipelines are wide-diameter, long-distance pipelines that transport natural gas from the producing and processing areas to storage facilities and distribution centres",,166,BACKLOG,t,,,f,,,"{""link_url"": ""https://www.legislation.gov.uk/uksi/1996/825/contents/made"", ""link_text"": ""The Pipelines Safety Regulations 1996""}",gas-pipeline,2024-03-25,2025-01-28 16:20:25.548442,,,t,,,f
156fa149-62b9-4e2f-a995-20bfcbf109fd,Gas pipeline zones,"Zones which require proper selection and installation of apparatus to be used safely in that environment,because of the properties of the flammable gas present - classified as inner, middle and outer zones",,167,BACKLOG,t,,,f,,,"{""link_url"": null, ""link_text"": ""The Pipelines Safety Regulations 1997""}",gas-pipeline-zones,2024-03-25,2025-01-28 16:20:49.007489,,,f,,,f
595310fc-82f3-4c5b-b6b4-0406b2411f25,Protected species,"Threatened, vulnerable or endangered species which are protected from extinction",,237,BACKLOG,t,,,f,,,,protected-species,2024-03-25,2025-01-28 16:52:04.965283,,,f,,,f
120e8eaf-a4ab-4bb1-8aa4-58675ac93bf1,Public paths byways,Tracks and paths open to the public,,239,BACKLOG,t,,,f,,,,public-paths-byways,2024-03-25,2025-01-28 16:52:54.536171,,,t,,,f
8114dd7d-e9a7-411e-8bfa-c9ab840032b6,Area habitats,Habitats recorded in the biodiversity metric tool in area (hectares) used to calculate BNG.,,109,BACKLOG,t,,,f,,,"{""link_url"": ""https://www.legislation.gov.uk/ukpga/2021/30/part/6/enacted"", ""link_text"": ""The Environment Act 2021""}",area-habitats,2024-03-25,2025-01-28 14:12:16.092496,,,f,,,f
3aa8c390-a846-4bcc-a3ea-bb0a95d92aaf,Land registry polygons / red line boundaries,The indicative shapes and positions of each boundary of registered titles for land and property,"{""Land ownership boundary"",""Land Registry Parcels"",""INSPIRE Index Polygons"",""Land Registry Cadastral Parcels"",""Title boundaries"",""Title extent""}",49,ON_THE_PLATFORM,t,,MONTHLY,f,"[{""name"": ""title-boundary"", ""label"": ""Title boundary"", ""schema_url"": ""https://github.com/digital-land/specification/blob/main/content/dataset/title-boundary.md?plain=1"", ""platform_url"": ""https://www.planning.data.gov.uk/dataset/title-boundary"", ""dataset_editor_url"": null}]","[{""link_url"": ""https://docs.google.com/document/d/1iGOw61rjvFIqZHR8RzL6yGXcjs0EYHQdHNEANUdF3Jc/edit"", ""link_text"": ""Fact sheet url""}]",,land-registry-polygons-red-line-boundaries,2024-03-25,2025-01-30 15:39:04.460669,,,f,,,f
0f10fc63-322f-467b-b869-0ce696efedf7,Non designated and locally listed historic assets,,,,ARCHIVED,t,,,f,"[{""name"": ""non-designated-and-locally-listed-historic-asset"", ""label"": ""Non-designated and locally listed historic asset"", ""schema_url"": ""https://github.com/digital-land/specification/blob/main/content/dataset/non-designated-and-locally-listed-historic-asset.md?plain=1"", ""platform_url"": ""https://www.planning.data.gov.uk/dataset/non-designated-and-locally-listed-historic-asset"", ""dataset_editor_url"": null}]",,,non-designated-and-locally-listed-historic-assets,2024-03-25,2024-07-29 10:33:42.266082,,,f,,,f
509f7b0c-4583-404b-ae27-e7c8bb6c05e6,Coastal change management areas,Areas identified as likely to be affected by physical change to the shoreline through erosion,,130,BACKLOG,t,,,f,"[{""name"": ""coastal-change-management-area"", ""label"": ""Coastal change management area"", ""schema_url"": ""https://github.com/digital-land/specification/blob/main/content/dataset/coastal-change-management-area.md?plain=1"", ""platform_url"": ""https://www.planning.data.gov.uk/dataset/coastal-change-management-area"", ""dataset_editor_url"": null}]",,"{""link_url"": ""https://www.gov.uk/guidance/flood-risk-and-coastal-change"", ""link_text"": ""The NPPF and PPG on Flood Risk and Coastal Change""}",coastal-change-management-areas,2024-03-25,2025-01-28 14:27:15.048837,,,f,,,f
02d32e36-5158-4094-a794-666b775c1c0a,Safeguarded aerodromes,"Areas designed to protect aircraft from obstacles when manoeuvring on the ground, taking off, landing or flying in the vicinity of the aerodrome","{""Safeguarded military explosives site""}",,ARCHIVED,t,,,f,"[{""name"": ""safeguarded-aerodrome"", ""label"": ""Safeguarded aerodrome"", ""schema_url"": ""https://github.com/digital-land/specification/blob/main/content/dataset/safeguarded-aerodrome.md?plain=1"", ""platform_url"": ""https://www.planning.data.gov.uk/dataset/safeguarded-aerodrome"", ""dataset_editor_url"": null}]",,,safeguarded-aerodromes,2024-03-25,2024-07-05 15:38:46.686414,,,f,,,f
324faab1-abf7-4f96-9697-e3060f0ee916,Completion notices,Documents that set a date when work on a new building or conversion should be complete,,135,BACKLOG,t,,,f,,,"{""link_url"": ""https://www.legislation.gov.uk/ukpga/2003/26/contents"", ""link_text"": ""Local Government Act 2003""}",completion-notices,2024-03-25,2025-01-28 14:29:29.495023,,,f,,,f
8da71a60-a503-4b22-9e6b-2ea6e9265580,Public Rights of Way (PRoW),Specific routes the public have a legal right to use across land that may be owned by a private individual ,,,CO_DESIGN,t,,,f,,,"{""link_url"": ""https://www.legislation.gov.uk/ukpga/2000/37/contents"", ""link_text"": ""Countryside and Rights of Way Act 2000""}",public-rights-of-way,2024-03-25,2024-12-17 11:04:28.161469,,,t,,,f
c7cb6d2e-7074-4c1b-aebb-c329d6e58502,Flood risk zones 3b,"Flood risk zone 3b, or the 'functional floodplain' is land where water has to flow or be stored in times of flooding, often to protect downstream communities from flooding.",,46,SCREEN,t,,,f,,"[{""link_url"": ""https://www.gov.uk/guidance/flood-risk-assessment-in-flood-zones-2-and-3"", ""link_text"": ""Flood risk assessment zones 2 + 3 guidance""}, {""link_url"": ""https://www.gov.uk/guidance/flood-risk-and-coastal-change"", ""link_text"": ""Flood risk guidance""}, {""link_url"": ""https://docs.google.com/document/d/1a458xs4QgOG-WDKXyNzz3vPVLcAFh9jobIUn4wcgBTc/edit?usp=sharing"", ""link_text"": ""Design process document""}]",,flood-risk-zones-3b,2024-03-25,2024-09-26 09:59:27.260223,,,f,,,t
8151cff2-ba08-490f-9120-b2a35a3c61c7,Neighbourhood plans,"A plan prepared by a parish council or neighbourhood forum for a designated neighbourhood area, giving communities direct power to shape the development and growth of their local area","{""Faster local plans""}",37,BACKLOG,t,,,f,,,,neighbourhood-plans,2024-03-25,2024-09-26 16:11:50.010911,,,f,,,t
f48caca1-7a4c-4e70-91a6-a5020542d748,Housing and economic land availability assessment (helaa),"","{SHELAA,SHLAA}",184,BACKLOG,t,,,f,,"[{""link_url"": ""https://www.gov.uk/guidance/housing-and-economic-land-availability-assessment"", ""link_text"": ""Guidance""}]",,housing-and-economic-land-availability-assessment,2024-07-08,2025-01-28 16:28:29.375883,,,f,,,t
050d58b4-c8de-4fe7-9477-efc14bf402b7,Local green space,"Protected green areas demonstrably special to the local community, whether in a village or in a neighbourhood in a town or city",,203,BACKLOG,t,,,f,"[{""name"": ""local-green-space"", ""label"": ""Local green space"", ""schema_url"": ""https://github.com/digital-land/specification/blob/main/content/dataset/local-green-space.md?plain=1"", ""platform_url"": ""https://www.planning.data.gov.uk/dataset/local-green-space"", ""dataset_editor_url"": null}]",,,local-green-space,2024-03-25,2025-01-28 16:34:19.579887,,,f,,,t
5676e342-2811-4eeb-8ef7-98f4a7178b3f,London squares,"Protected squares in London that should only be used as ornamental gardens, pleasure grounds or for play, rest or recreation",,,ARCHIVED,t,,,f,"[{""name"": ""london-square"", ""label"": ""London square"", ""schema_url"": ""https://github.com/digital-land/specification/blob/main/content/dataset/london-square.md?plain=1"", ""platform_url"": ""https://www.planning.data.gov.uk/dataset/london-square"", ""dataset_editor_url"": null}]",,,london-squares,2024-03-25,2024-07-05 15:37:46.40337,,,f,,,f
222236f6-d708-4d78-8d51-8f0e5e03924b,Local area requirements,Requirements (sometimes known as validation checklists) that set out supporting information which applicants need to include with a planning application,"{""Local validation checklist""}",52,TEST_AND_ITERATE,t,350,ANNUALLY,f,"[{""name"": ""local-area-requirements"", ""label"": ""Local area requirements"", ""schema_url"": ""https://github.com/digital-land/specification/blob/main/content/dataset/local-area-requirements.md?plain=1"", ""platform_url"": ""https://www.planning.data.gov.uk/dataset/local-area-requirements"", ""dataset_editor_url"": null}]","[{""link_url"": ""https://docs.google.com/document/d/1MGkEfDDjKrT17b-QSzwZffiOgKKQyWUrn9GufbpYZsc/edit?usp=sharing"", ""link_text"": ""Original screening document""}]",,local-area-requirements,2024-03-25,2024-07-12 12:18:08.276867,,,f,,,f
9b275500-b483-4bec-9586-f85fd0d11057,Environmental pollution incidents,"Events that may cause harm or potential harm to an environmental aspect (air, water, land, wildlife or local habitat)",,,ARCHIVED,t,,,f,,,"{""link_url"": ""https://www.legislation.gov.uk/ukpga/1990/43/contents"", ""link_text"": ""Environmental Protection Act 1990""}",environmental-pollution-incidents,2024-03-25,2024-07-19 08:46:25.217006,,,f,,,f
c2407dfa-2fa4-42ee-a665-00ea48d6e137,Community infrastructure levy (cil),The Community Infrastructure Levy (CIL) is a charge which can be levied by local authorities on new development. It only applies in areas where a local authority has consulted on and approved a charging schedule which sets out those charges,"{CIL,""CIL charging zones"",""CIL rates"",""CIL index""}",99,CO_DESIGN,t,,,f,,,"{""link_url"": ""https://www.legislation.gov.uk/uksi/2010/948/contents/made"", ""link_text"": ""The Community Infrastructure Levy Regulations 2010""}",community-infrastructure-levy,2024-03-25,2025-01-06 11:52:32.147117,,,f,,,t
9fabaeac-ff41-40e6-80d6-e90dba63737d,Housing waiting list,A waiting list of people who qualify for social housing,,,ARCHIVED,t,,,f,,,,housing-waiting-list,2024-03-25,2024-07-29 10:26:52.18352,,,f,,,f
277ebb03-7337-44dd-8298-6135d0a63c85,Listed building outlines,The boundary of the area relating to a listed building which is protected because it has special architectural or historic interest,,44,ON_THE_PLATFORM,t,800000,FORTNIGHTLY,f,"[{""name"": ""listed-building-grade"", ""label"": ""Listed building grade"", ""schema_url"": ""https://github.com/digital-land/specification/blob/main/content/dataset/listed-building-grade.md?plain=1"", ""platform_url"": ""https://www.planning.data.gov.uk/dataset/listed-building-grade"", ""dataset_editor_url"": ""https://dluhc-datasets.planning-data.dev/dataset/listed-building-grade""}, {""name"": ""listed-building-outline"", ""label"": ""Listed building outline"", ""schema_url"": ""https://github.com/digital-land/specification/blob/main/content/dataset/listed-building-outline.md?plain=1"", ""platform_url"": ""https://www.planning.data.gov.uk/dataset/listed-building-outline"", ""dataset_editor_url"": null}, {""name"": ""listed-building"", ""label"": ""Listed building"", ""schema_url"": ""https://github.com/digital-land/specification/blob/main/content/dataset/listed-building.md?plain=1"", ""platform_url"": ""https://www.planning.data.gov.uk/dataset/listed-building"", ""dataset_editor_url"": null}]","[{""link_url"": ""https://docs.google.com/document/d/1BoTm7kmESHZLBNJibuvdVaMsF3odKsKGLXlPnf-8gFY/edit?usp=sharing"", ""link_text"": ""Design process document""}, {""link_url"": ""https://docs.google.com/document/d/1SJBxZ_pKY1BL9aTckboKS6u6nqwZJOk4_buY9SKJ3Xg/edit"", ""link_text"": ""Data dependency document""}, {""link_url"": ""https://historicengland.org.uk/listing/apply-for-listing/listing-process/"", ""link_text"": ""The listing process (Historic England)""}, {""link_url"": ""https://app.mural.co/t/mhclg2837/m/mhclg2837/1712065005247/3ff6509868c8d96c9665debd82d8f6c1ef627897?sender=u1cae178c0a712eade24c2472"", ""link_text"": ""Listed buildings process map""}]","{""link_url"": ""https://www.legislation.gov.uk/ukpga/1990/9/contents"", ""link_text"": ""Planning (Listed Buildings and Conservation Areas) Act 1990""}",listed-buildings,2024-03-25,2025-03-24 08:10:44.63301,,"{""link_url"": ""https://digital-land.github.io/specification/specification/listed-building/"", ""link_text"": ""Listed building outline""}",t,,"{""status"": ""Presumption to publish"", ""further_information_url"": ""https://github.com/digital-land/data-standards-backlog/discussions/44#discussioncomment-10187427""}",t
0ee51c1b-cc3f-44c5-9409-2d31b2e1b517,Assets of community value,Buildings or pieces of land that are used for the social wellbeing and interests of the local community,{ACV},100,CO_DESIGN,t,,,f,"[{""name"": ""asset-of-community-value"", ""label"": ""Asset of community value"", ""schema_url"": ""https://github.com/digital-land/specification/blob/main/content/dataset/asset-of-community-value.md?plain=1"", ""platform_url"": ""https://www.planning.data.gov.uk/dataset/asset-of-community-value"", ""dataset_editor_url"": null}]","[{""link_url"": ""https://www.camden.gov.uk/assets-of-community-value#dfmo"", ""link_text"": ""Camden guidance on ACVs""}]","{""link_url"": ""https://www.legislation.gov.uk/uksi/2012/2421/contents/made"", ""link_text"": ""The Assets of Community Value (England) Regulations 2012""}",assets-of-community-value,2024-03-25,2025-02-09 18:34:45.573877,,,t,,,f
c4466289-4ac5-4ca8-b80a-eadb8d6277f3,Compulsory purchase orders,Orders that allow a public authority to acquire land without the consent of the owner,,136,BACKLOG,t,,,f,,,"{""link_url"": ""https://www.legislation.gov.uk/ukpga/1965/56/contents"", ""link_text"": ""Compulsory Purchase Act 1965""}",compulsory-purchase-orders,2024-03-25,2025-01-28 14:29:51.150815,,,t,,,f
bf46550e-91e4-40e1-aad8-7d9733d69587,National parks and the broads,A large area of land protected by law for the benefit of the nation,"{""Protected sites""}",,ON_THE_PLATFORM,t,,UNKNOWN,f,"[{""name"": ""national-park"", ""label"": ""National park"", ""schema_url"": ""https://github.com/digital-land/specification/blob/main/content/dataset/national-park.md?plain=1"", ""platform_url"": ""https://www.planning.data.gov.uk/dataset/national-park"", ""dataset_editor_url"": null}]",,,national-parks-and-the-broads,2024-03-25,2024-09-26 16:11:18.050735,,,f,,,t
50a024e7-e213-4b1f-944a-8a97e75a6a20,Special protection areas,An area containing bird habitats and species that need conservation,"{""Protected sites""}",,ON_THE_PLATFORM,t,,AD_HOC,f,"[{""name"": ""special-protection-area"", ""label"": ""Special protection area"", ""schema_url"": ""https://github.com/digital-land/specification/blob/main/content/dataset/special-protection-area.md?plain=1"", ""platform_url"": ""https://www.planning.data.gov.uk/dataset/special-protection-area"", ""dataset_editor_url"": null}]","[{""link_url"": ""https://www.gov.uk/guidance/duty-to-protect-conserve-and-restore-european-sites"", ""link_text"": ""SPA guidance""}]","{""link_url"": ""https://www.legislation.gov.uk/uksi/2017/1012/contents/made"", ""link_text"": ""Conservation of Habitats and Species Regulations 2017 (as amended)""}",special-protection-areas,2024-03-25,2024-09-26 16:18:40.31337,,,f,,,t
1eb21972-bce3-47ad-ba70-a0e4ee99d0c4,Land maintenance notice,"A notice served when the condition of land is having an
adverse effect on a neighbourhood",,192,BACKLOG,t,,,f,,,"{""link_url"": ""https://www.legislation.gov.uk/ukpga/1990/8/contents"", ""link_text"": ""Town and Country Planning Act 1990""}",land-maintenance-notice,2024-03-25,2025-01-28 16:31:40.803867,,,f,,,f
a466268d-1408-408b-bb86-4f849d208fea,Opencast coal prospecting areas,Areas of opencast coal prospecting sites.,,223,BACKLOG,t,,,f,,,,opencast-coal-prospecting-areas,2024-03-25,2025-01-28 16:46:03.279851,,,t,,,f
0db1d6ee-e255-410e-99c6-4bc30007f7c7,Ancient woodlands,Areas that have been wooded continuously since at least 1600 AD,,32,ON_THE_PLATFORM,t,53636,MONTHLY,f,"[{""name"": ""ancient-woodland"", ""label"": ""Ancient woodland"", ""schema_url"": ""https://github.com/digital-land/specification/blob/main/content/dataset/ancient-woodland.md?plain=1"", ""platform_url"": ""https://www.planning.data.gov.uk/dataset/ancient-woodland"", ""dataset_editor_url"": null}, {""name"": ""ancient-woodland-status"", ""label"": ""Ancient woodland status"", ""schema_url"": ""https://github.com/digital-land/specification/blob/main/content/dataset/ancient-woodland-status.md"", ""platform_url"": ""https://www.planning.data.gov.uk/dataset/ancient-woodland-status"", ""dataset_editor_url"": ""https://dluhc-datasets.planning-data.dev/dataset/ancient-woodland-status""}]","[{""link_url"": ""https://data.gov.uk/dataset/9461f463-c363-4309-ae77-fdcd7e9df7d3/ancient-woodland-england"", ""link_text"": ""National dataset documentation page""}, {""link_url"": ""https://opendata.arcgis.com/datasets/a14064ca50e242c4a92d020764a6d9df_0.geojson"", ""link_text"": ""URL of national dataset""}]",,ancient-woodlands,2024-03-25,2025-03-19 16:19:51.907543,,,f,,,t
f0af8437-2748-44f9-9e8a-fd23e41ef5f3,Irreplaceable habitats,"Habitats that could not be recreated if damaged, such as ancient woodland, ancient and veteran trees, blanket bog, limestone pavement, sand dunes, salt marsh and lowland fens",,190,BACKLOG,t,,,f,,,"{""link_url"": ""https://www.legislation.gov.uk/uksi/2024/48/contents/made"", ""link_text"": ""Biodiversity Gain Requirements (Irreplaceable Habitat) Regulations 2024""}",irreplaceable-habitats,2024-03-25,2025-01-28 16:30:55.425583,,,f,,,t
223d97ca-1f01-44eb-b0c7-f3515f5a6431,Opportunity areas,"London’s principal opportunities for accommodating large scale development to provide substantial numbers of new employment and housing, each typically more than 5,000 jobs and/or 2,500 homes, with a mixed and intensive use of land and assisted by good public transport accessibility. As set out within the London Plan (2021).",,224,BACKLOG,t,,,f,,,,opportunity-areas,2024-07-08,2025-01-28 16:46:35.199251,,,f,,,t
d6af1726-f5e6-49df-8808-80b4449a97d3,Casi and lidar habitat,"A habitat map derived from airborne data, specifically CASI and LIDAR data. The habitat map is a polygon shapefile showing site relevant habitat classes, for sites where data is available.","{""LiDAR habitat""}",76,CO_DESIGN,t,,ANNUALLY,f,,"[{""link_url"": ""https://ckan.publishing.service.gov.uk/dataset/casi-and-lidar-habitat-map"", ""link_text"": ""National dataset documentation page""}]",,casi-and-lidar-habitat,2024-03-25,2024-09-03 15:58:22.289625,,,f,,,f
e4e02faf-ad80-4373-b344-6c93be1c36b0,Mining and ground stability,Potential ground stability hazards from mining activities ,,,SCREEN,t,,,f,"[{""name"": ""using-coal-mining-information"", ""label"": null, ""schema_url"": ""https://www.gov.uk/guidance/using-coal-mining-information"", ""platform_url"": null, ""dataset_editor_url"": null}]","[{""link_url"": ""https://www.gov.uk/guidance/using-coal-mining-information"", ""link_text"": ""National dataset documentation page""}]","{""link_url"": ""https://www.legislation.gov.uk/uksi/2014/3248/made"", ""link_text"": ""The Mines Regulations 2014""}",mining-and-ground-stability,2024-03-25,2024-07-10 07:57:48.494872,,,f,,,f
2e4f5dc7-5941-4975-a1c5-46c05b99d626,Important bird areas,Areas identified as being globally important for the conservation of bird populations,,66,RESEARCH,t,,,f,,"[{""link_url"": ""https://opendata-rspb.opendata.arcgis.com/datasets/c38f60f68f094f269d90db26b1381837_0"", ""link_text"": ""National dataset documentation page""}]",,important-bird-areas,2024-03-25,2024-07-02 10:47:07.783549,,,f,Restrictive Licence,,f
c99eeb72-f633-4798-8901-7b5123438636,Local flood data,,,58,SCREEN,t,,,f,,"[{""link_url"": ""https://docs.google.com/document/d/1GJdkEbpLlfcB9AbBfLcDgkvFMxs7kPrtc_y_mxOby-I/edit"", ""link_text"": ""Fact sheet url""}]",,local-flood-data,2024-03-25,2024-09-26 16:06:13.925199,,,f,,,t
7af45bff-f3dc-4b93-b309-5be14326a8fe,Local plan consultations and representations,,,57,SCREEN,t,,,f,,"[{""link_url"": ""https://docs.google.com/document/d/e/2PACX-1vRCXOwsr8gCoUNf3AHVebkQNRkwzVijL7JNeJa-QwdULLGXVMZUs9rk8mxZIV8oQ-o9Z2vG9OilBV-M/pub"", ""link_text"": ""Original screening document""}]","{""link_url"": ""https://www.legislation.gov.uk/uksi/2012/767/contents/made"", ""link_text"": ""The Town and Country Planning (Local Planning) (England) Regulations 2012""}",local-plan-consultations-and-representations,2024-03-25,2024-09-26 16:09:21.368561,,,f,,,t
f9ca36e4-fcee-4b1d-96ee-fb319d9a005b,Smoke control area,"Areas where:
- you cannot release smoke from a chimney
- you can only burn authorised fuel, unless you use an appliance approved by Defra","{""Smoke control order""}",86,RESEARCH,t,,,f,,"[{""link_url"": ""https://uk-air.defra.gov.uk/data/sca/"", ""link_text"": ""National dataset documentation page""}]",,smoke-control-area,2024-03-25,2024-09-26 16:18:05.51303,,,t,Unclear licensing - needs clarification with Defra / Ordnance Survey,,t
871150fe-98ab-4a4a-8e8c-7e5979b88171,3g/ 4g/ 5g coverage,Coverage of mobile phone networks,,104,BACKLOG,t,,,f,,,"{""link_url"": ""https://bills.parliament.uk/bills/3569"", ""link_text"": ""Access to TelecommunicationsNetworks Bill 2023-24""}",3g-4g-5g-coverage,2024-03-25,2025-01-28 14:08:01.910604,,,f,,,f
e333ebf0-f673-41ba-9f72-ea156dcf42ae,Common land and village greens,"Areas of open space that have been used for recreation by the inhabitants of the town, village or parish for generations","{""Commons and Village greens"",""Registered village greens"",""Town and village greens""}",133,BACKLOG,t,,,f,"[{""name"": ""common-land-and-village-green"", ""label"": ""Common land and village green"", ""schema_url"": ""https://github.com/digital-land/specification/blob/main/content/dataset/common-land-and-village-green.md?plain=1"", ""platform_url"": ""https://www.planning.data.gov.uk/dataset/common-land-and-village-green"", ""dataset_editor_url"": null}]","[{""link_url"": ""https://www.gov.uk/guidance/town-and-village-greens-how-to-register"", ""link_text"": ""Town and village greens: how to register""}, {""link_url"": ""https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/218584/village-green-1993.pdf"", ""link_text"": ""[National dataset] - database of registered town or village greens in England""}]","{""link_url"": ""https://www.legislation.gov.uk/ukpga/2006/26/contents"", ""link_text"": ""Commons Act 2006""}",common-land-and-village-greens,2024-03-25,2025-01-28 14:28:36.989237,,,f,,,f
d3ac598e-582f-4054-af0d-c92939bda13b,Hazardous substance contravention notice,A hazardous substance contravention notice can be issued to a person who does not have the consent to store hazardous substances,,175,BACKLOG,t,,,f,,,"{""link_url"": ""https://www.legislation.gov.uk/uksi/2015/483/contents/made"", ""link_text"": ""Control of Major Accident Hazards Regulations 2015""}",hazardous-substance-contravention-notice,2024-03-25,2025-01-28 16:24:33.700974,,,f,,,f
843ad749-ca13-41e8-a9a1-a5e7dc895acf,Safety hazard areas,,"{""Health and Safety Executive Consultation (HSE) Zones""}",51,ARCHIVED,t,,,f,"[{""name"": ""safety-hazard-area"", ""label"": ""Safety hazard area"", ""schema_url"": ""https://github.com/digital-land/specification/blob/main/content/dataset/safety-hazard-area.md?plain=1"", ""platform_url"": ""https://www.planning.data.gov.uk/dataset/safety-hazard-area"", ""dataset_editor_url"": null}]","[{""link_url"": ""https://docs.google.com/document/d/1YgFbQ_-ye98hrGYQg9j5HXtPeVrr8Zcx_08NHAlWe6c/edit"", ""link_text"": ""Fact sheet url""}]",,safety-hazard-areas,2024-03-25,2024-07-05 15:38:01.756657,,,f,,,f
