id,considerations,backlog,screen,research,co_design,test_and_iterate,ready_for_go_no_go,prepared_for_platform,on_the_platform,archived,blocked,date
a5d4105e-89a0-426a-8c00-d355588daced,386,184,14,6,21,7,0,1,32,121,13,2024-08-21
1cf0ed8d-e3aa-4301-96f2-bcd9c4f2a782,386,184,14,6,21,7,0,1,32,121,13,2024-08-22
67a2c5dc-9690-44df-a7d3-485d04bc7224,386,184,14,6,21,7,0,1,32,121,13,2024-08-23
2d84a5bd-a50f-4df1-947a-422574a3cfa5,386,184,14,6,21,7,0,1,32,121,13,2024-08-24
53d2c0a2-f2d4-485b-be06-9a28a29f0321,386,184,14,6,21,7,0,1,32,121,13,2024-08-25
5cf895bd-13d7-4f96-a076-d7a9ba42e571,386,184,14,6,21,7,0,1,32,121,13,2024-08-26
03ac0e65-1fdd-4901-8dd7-6b99e2f7e7e8,386,184,14,6,21,7,0,1,32,121,13,2024-08-27
488ab3ec-637d-4f39-9ba7-516ab50f0e88,386,183,14,6,22,7,0,1,32,121,13,2024-08-28
7f6c90da-b821-4c6d-add7-1d0c5939a482,386,183,14,6,22,7,0,1,32,121,13,2024-08-29
5ddb4fe5-8f92-4d11-9995-8cfb2972a4f9,386,182,14,6,23,7,0,1,32,121,13,2024-08-30
8bfa8273-f259-45c2-8404-054a896d3fd5,387,183,14,6,23,7,0,1,32,121,13,2024-08-31
d3b15827-ed7e-4e14-8990-c1ccb76fa5c0,387,183,14,6,23,7,0,1,32,121,13,2024-09-01
f97fb551-2f4e-4797-ae71-85bd9ab8acfe,387,183,14,6,23,7,0,1,32,121,13,2024-09-02
1849713c-3e94-4158-86aa-4f2ba9c7e7e6,387,183,14,6,23,7,0,1,32,121,13,2024-09-03
4af7c36e-038d-456b-9a80-52b9eb8b4a90,387,183,14,6,23,7,0,1,32,121,13,2024-09-04
01ed9aea-d8f3-4763-96a5-cb9238802b9a,387,183,14,6,23,7,0,1,32,121,13,2024-09-05
6b9d3463-3d2b-4f92-8c71-d784b3ead87d,387,183,14,6,23,7,0,1,32,121,13,2024-09-06
5f747676-dc65-467d-a458-7c26236ec5af,387,183,14,6,23,7,0,1,32,121,13,2024-09-07
c503997d-6b2d-45d6-b186-047b63331089,387,183,14,6,23,7,0,1,32,121,13,2024-09-08
36cf0d4a-3354-48db-84bf-16e7d7b22801,387,183,14,6,23,7,0,1,32,121,13,2024-09-09
f16b6aab-a19e-41b9-a0f6-40580dfe5798,387,180,17,6,23,7,0,1,32,121,13,2024-09-10
e11f234b-a218-4f2a-b840-0060aa7388f5,387,180,17,6,23,7,0,1,32,121,13,2024-09-11
9183ed32-158a-4d66-8dde-297667719417,387,180,16,6,24,7,0,1,32,121,13,2024-09-12
bc70ef97-f473-427e-b104-9eb48aece929,387,180,16,6,24,7,0,1,32,121,13,2024-09-13
5a346cff-31fe-4701-9d8f-2040764c0401,387,180,16,6,24,7,0,1,32,121,13,2024-09-14
3d42c8a8-bca3-422c-8529-54fa59a6ce9d,387,180,16,6,24,7,0,1,32,121,13,2024-09-15
1e2cb97c-1b5d-45d8-a91a-d2a80d1aada8,387,180,16,6,24,7,0,1,32,121,13,2024-09-16
be47c157-7b13-4821-b9fb-2e7ec86f0ba8,387,180,16,6,24,7,0,1,32,121,13,2024-09-17
b688a6f1-a881-4cbf-b5ad-d9f0737c95cf,387,179,14,6,27,7,0,1,32,121,13,2024-09-18
b72ce38b-6898-4f23-bd88-ef74235a5161,387,177,14,6,29,7,0,1,32,121,13,2024-09-19
ee08cde6-c980-4530-9515-cc339a534a3f,387,177,14,6,29,7,0,1,32,121,13,2024-09-20
d8c782b4-c513-479b-bcbe-acc1246cc3e7,387,177,14,6,29,7,0,1,32,121,13,2024-09-21
dbb6e5af-05a8-4582-b1dd-9a2ce7949bc0,387,177,14,6,29,7,0,1,32,121,13,2024-09-22
76538eb2-710b-4671-94a9-9990c5aae74b,387,177,14,6,29,7,0,1,32,121,13,2024-09-23
9ccd0e3b-c7e7-4797-beac-a019efeb244c,387,177,14,6,29,7,0,1,32,121,13,2024-09-24
b8a23d9a-1c89-493c-ad1a-863ab7258e54,387,177,14,6,29,7,0,1,32,121,13,2024-09-25
8075052f-2f03-4ca9-945e-f3f6ee70dd68,387,177,14,6,29,7,0,1,32,121,13,2024-09-26
cc5a8e0f-9488-4436-8c77-cf8d3b38f2c2,387,177,14,6,29,7,0,1,32,121,13,2024-09-27
29c2d7eb-1c3c-4e61-9bfd-37bba284152d,387,177,14,6,29,7,0,1,32,121,13,2024-09-28
7df20908-7d6e-443b-bc1f-0376e1c176ff,387,177,14,6,29,7,0,1,32,121,13,2024-09-29
d87b9259-1236-4d8d-8afd-418a639c5aad,387,177,14,6,29,7,0,1,32,121,13,2024-09-30
50cae994-127d-45cd-8718-1e38d05e6323,387,177,14,6,29,7,0,1,32,121,13,2024-10-01
4f2990e4-d38f-45c8-a86f-b29d32737eb6,387,177,14,6,29,7,0,1,32,121,13,2024-10-02
a10e5b3a-0f66-47ae-bfee-d1abf1333465,387,177,14,6,29,7,0,1,32,121,13,2024-10-03
97fa166a-ecd3-4a3a-b4bd-ac5570cfd5d9,387,177,14,6,29,7,0,1,32,121,13,2024-10-04
1161125e-8695-4460-9a52-577a1fd7e4ef,387,177,14,6,29,7,0,1,32,121,13,2024-10-05
79386c04-c920-47f3-94e8-a8d27a130738,387,177,14,6,29,7,0,1,32,121,13,2024-10-06
a8c94740-cf06-4683-bfcd-e9ae8e461cf2,387,177,14,6,29,7,0,1,32,121,13,2024-10-07
2bd08938-75c8-49cd-95f5-86ecaeeb8d43,387,177,14,6,29,7,0,1,32,121,14,2024-10-08
104cfb27-f980-4638-8730-ed1c27dfdcf0,388,178,14,6,29,7,0,1,32,121,14,2024-10-09
09e5c761-e4ce-4159-9b31-2110698735fe,388,177,14,6,29,8,0,1,32,121,14,2024-10-10
3036a6b1-2cc6-4306-be30-5d598350d15f,388,177,14,6,29,8,0,1,32,121,14,2024-10-11
cde3c2c7-e942-471a-aaab-b9de14c09431,388,177,14,6,29,8,0,1,32,121,13,2024-10-12
4b4e08be-3fe7-4733-9220-dfc62b04247b,388,177,14,6,29,8,0,1,32,121,13,2024-10-13
30784be4-6233-4588-9197-e2c89cc1b271,388,177,14,6,29,8,0,1,32,121,13,2024-10-14
90f7a1bb-adcd-4580-a510-b3c6eb6cf11d,388,177,14,6,30,8,0,1,31,121,13,2024-10-15
81d1700b-db73-4b1a-b002-b960ff74e289,388,177,14,6,30,8,0,1,31,121,13,2024-10-16
8dd6e9d9-3b3b-4698-8fcb-11272e93d50e,388,176,14,6,31,8,0,1,31,121,13,2024-10-17
744ef284-c768-4859-ab1d-966486021d1c,388,176,14,6,31,8,0,1,31,121,13,2024-10-18
10ba7feb-6da2-42e7-9fe4-1b80171e4f05,388,176,14,6,31,8,0,1,31,121,13,2024-10-19
a6e78a5e-c55b-4999-939c-676ba50187e8,388,176,14,6,31,8,0,1,31,121,13,2024-10-20
573b9d43-15a2-4a14-b144-e0d5f82fa900,388,176,14,6,31,8,0,1,31,121,13,2024-10-21
1fa9f70a-62c7-4720-a601-afe5f9457b44,388,176,14,6,31,8,0,1,31,121,13,2024-10-22
4882aaa0-88c2-40e8-ae15-c6b261b6861f,388,176,14,6,31,8,0,1,31,121,13,2024-10-23
330e91da-c101-458d-aaf4-cb9eb755a878,388,176,14,7,31,8,0,1,30,121,13,2024-10-24
59ce86ce-8fa6-4520-b604-8f463610ede5,388,176,14,7,31,8,0,1,30,121,13,2024-10-25
76c34068-4e2a-4f5c-87be-3dd857604086,388,176,14,7,31,8,0,1,30,121,13,2024-10-26
f3841a5a-4898-4046-9c4e-0effeab4ff81,388,176,14,7,31,8,0,1,30,121,13,2024-10-27
739a3df0-e37f-4996-80d2-244724841f2d,388,176,14,7,31,8,0,1,30,121,13,2024-10-28
f85df64d-beab-42e0-a218-9ccd5ee8afea,388,176,14,7,31,8,0,1,30,121,13,2024-10-29
3153de5c-b7bb-48da-aa1e-802e397d2afa,389,177,14,7,31,8,0,1,30,121,13,2024-10-30
9cb98037-4b14-4897-9ee7-27af35a3871e,389,177,14,7,31,8,0,1,30,121,13,2024-10-31
670c767b-79fa-4bbb-bc1a-e53bd32842f0,389,177,14,7,31,8,0,1,30,121,13,2024-11-01
10c02eb0-7873-454e-9b5d-d6bea530a866,389,177,14,7,31,8,0,1,30,121,13,2024-11-02
55dbf02f-5b63-4c53-a8f6-25b3ab0cde04,389,177,14,7,31,8,0,1,30,121,13,2024-11-03
9162b670-fc41-47a9-9a78-9596d6efd208,389,177,14,7,31,8,0,1,30,121,13,2024-11-04
831120c8-f28c-49f3-8a93-46ad28d82937,389,177,14,7,31,8,0,1,30,121,13,2024-11-05
8003ea72-0e51-4d58-9402-89d1fc0346ea,389,177,14,7,31,8,0,1,30,121,13,2024-11-06
9f0c12ce-df5a-4897-9c57-9e6bc46f814a,389,177,14,7,31,8,0,1,30,121,13,2024-11-07
ad1ba5f8-c475-4896-8a65-0656a8beef6f,389,177,14,7,31,8,0,1,30,121,13,2024-11-08
6e1c7381-934b-4246-ab3e-68db6d36d9f9,389,177,14,7,31,8,0,1,30,121,13,2024-11-09
a9d61efb-92d2-4ca2-a86c-f70980e6d549,389,177,14,7,31,8,0,1,30,121,13,2024-11-10
11609ff0-77d8-4f7a-8829-3dfddae321d6,389,177,14,8,31,8,0,1,29,121,13,2024-11-11
216ceca2-5da2-4642-ac9e-a5ebf41db1ac,389,177,14,8,31,8,0,1,29,121,13,2024-11-12
85f51d9f-ca9a-4650-9126-a6199c77f3c4,389,176,14,9,31,8,0,1,29,121,13,2024-11-13
f20d3ee8-656b-4b1e-98c2-94845b74f218,389,176,14,9,31,8,0,1,29,121,13,2024-11-14
0b48f9a2-27e2-4a5f-9172-c8aaee37c18a,389,176,14,9,31,8,0,1,29,121,13,2024-11-15
f14e6365-c021-4739-a012-97359b661738,389,176,14,9,31,8,0,1,29,121,13,2024-11-16
2f19aca0-7b57-4a12-8c0c-00e4ae3117cd,389,176,14,9,31,8,0,1,29,121,13,2024-11-17
b066beb9-dab1-4655-884b-cc582a19fcb0,389,176,14,9,31,8,0,1,29,121,13,2024-11-18
83ddc8fa-402d-43c2-9511-ff4dbf28c598,389,176,14,9,31,8,0,1,29,121,13,2024-11-19
d14358af-27b1-481e-9fa0-d4e88dd09c47,389,176,14,9,31,8,0,1,29,121,13,2024-11-20
594d9f2b-09ba-4694-bce6-f4175594c8fb,389,176,14,9,31,8,0,1,29,121,13,2024-11-21
eeacbb54-7aeb-45d5-9099-5e7ec66af4b4,389,176,14,9,31,8,0,1,29,121,13,2024-11-22
bf2aea26-2ed5-492a-b8a6-b54c53ce5887,389,176,14,9,31,8,0,1,29,121,13,2024-11-23
718e39b7-f8e7-440e-9707-165a60895332,389,176,14,9,31,8,0,1,29,121,13,2024-11-24
7b66c1b8-8d09-41d0-859e-5c50ce01dd8a,389,176,14,9,31,8,0,1,29,121,13,2024-11-25
2b6925a4-7eac-4541-a8ce-dde2fbc615e2,389,176,14,9,31,8,0,1,29,121,13,2024-11-26
67143ee2-a03f-4251-85c7-055080fd0258,390,177,14,9,31,8,0,1,29,121,13,2024-11-27
80635e4a-066b-4643-b292-9c199466f1dc,390,177,14,9,31,8,0,1,29,121,13,2024-11-28
b86fc53b-f826-4c19-89b7-b973f46e1fc1,390,177,13,9,32,8,0,1,29,121,13,2024-11-29
9248f46b-bb8a-465d-92aa-9479ae87db06,390,177,13,9,32,8,0,1,29,121,13,2024-11-30
d1b08a22-29ce-417d-b5ee-b70d8ce7f4d6,390,177,13,9,32,8,0,1,29,121,13,2024-12-01
18ac2ece-bf1b-480b-b9ec-b1f018a11590,390,177,13,9,32,8,0,1,29,121,13,2024-12-02
73793b6f-edb8-47e2-af42-4542b2c3cf7f,390,177,13,9,31,8,0,1,30,121,13,2024-12-03
123d10ca-0703-40e7-b2b8-6e15b68ce86e,390,177,13,9,31,8,0,1,30,121,13,2024-12-04
b78ade1f-a8d9-4819-99d4-19b38b398a69,390,177,13,9,31,8,0,1,30,121,13,2024-12-05
56be8bb4-3880-45bf-9590-8f8319c11408,390,177,13,9,31,8,0,1,30,121,13,2024-12-06
5b01fa52-ee25-4051-b266-e6cb8e878c05,390,177,13,9,31,8,0,1,30,121,13,2024-12-07
9c226bba-32d4-4931-a9b7-6f85e1dff162,390,177,13,9,31,8,0,1,30,121,13,2024-12-08
7edea3a3-0fb2-42e6-9fab-dd15de964a41,390,177,13,9,31,8,0,1,30,121,13,2024-12-09
38956f2e-234f-4c27-a534-414ef0d58266,390,177,13,9,31,8,0,1,30,121,13,2024-12-10
586616a8-deec-4e39-b573-49b6e8fd8a9d,390,177,13,9,31,8,0,1,30,121,13,2024-12-11
ace88de4-6b83-4b4f-9d6c-29370e0d1647,390,177,13,9,31,8,0,1,30,121,13,2024-12-12
5b823218-6917-4b9e-b832-eb8d946bd51a,391,177,13,10,31,8,0,1,30,121,13,2024-12-13
fa9b7c06-3df7-4e1b-a528-bbeb71b84241,391,177,13,10,31,8,0,1,30,121,13,2024-12-14
74dcd818-e8b4-4c4a-a477-302217b987a1,391,177,13,10,31,8,0,1,30,121,13,2024-12-15
5f83c999-a226-452d-8a42-3f0b21539d4d,391,177,13,10,31,8,0,1,30,121,13,2024-12-16
182e16de-cda3-4508-b522-82cd2e08d0a7,391,177,13,10,31,8,0,1,30,121,13,2024-12-17
b6fb9d4e-410f-4657-ac51-72d3cd226884,391,176,13,10,32,8,0,1,30,121,13,2024-12-18
b5b5abd5-7279-44e9-8cda-f03f59fac2da,391,176,13,10,32,8,0,1,30,121,13,2024-12-19
65d38a84-bbe5-42d1-9bfd-04a6f534dc47,391,176,13,10,32,8,0,1,30,121,13,2024-12-20
d92a591e-13e9-48ce-837c-cc461b487c79,391,176,13,10,32,8,0,1,30,121,13,2024-12-21
6dec0001-b34f-4366-97df-21ae47b817b3,391,176,13,10,32,8,0,1,30,121,13,2024-12-22
99cc8af9-86e4-4c09-893f-b6e2ae93b1fd,391,176,13,10,32,8,0,1,30,121,13,2024-12-23
6b476b5f-a2b0-4600-8791-9980f9cd0bbd,391,176,13,10,32,8,0,1,30,121,13,2024-12-24
ed7f3aa2-4404-464b-a6e5-0cbc425c2cfd,391,176,13,10,32,8,0,1,30,121,13,2024-12-25
f7727eed-2e27-4756-91d7-b13f6fe41623,391,176,13,10,32,8,0,1,30,121,13,2024-12-26
220cea5d-9c65-4ef4-bd3c-9c9c6a6f2a54,391,176,13,10,32,8,0,1,30,121,13,2024-12-27
5a68dea8-15c6-4e9b-a209-c11ae2324010,391,176,13,10,32,8,0,1,30,121,13,2024-12-28
3ef3b948-b32a-4ad7-9472-39037b5b7543,391,176,13,10,32,8,0,1,30,121,13,2024-12-29
2bbff19e-91c4-4304-8098-79e09c9a9b28,391,176,13,10,32,8,0,1,30,121,13,2024-12-30
4e0bb3eb-60bc-4ab3-a65a-64d04d675f3a,391,176,13,10,32,8,0,1,30,121,13,2024-12-31
dc3c9ddb-556f-4837-a074-0780212ed994,391,176,13,10,32,8,0,1,30,121,13,2025-01-01
2335d4e1-bfec-4733-8a5a-9c6ed6801b6e,391,176,13,10,32,8,0,1,30,121,13,2025-01-02
41879943-f7f1-486c-8c38-cf5d668dd8b2,391,176,13,10,32,8,0,1,30,121,13,2025-01-03
86e2a915-9dc5-4f7d-8046-7812b278b918,391,176,13,10,32,8,0,1,30,121,13,2025-01-04
3705e07f-a80f-48b2-9166-88e391567b1a,391,176,13,10,32,8,0,1,30,121,13,2025-01-05
b2e0b1f9-bd94-4658-aa4f-7de3bd793cff,391,176,13,10,32,8,0,1,30,121,13,2025-01-06
ab6e14c6-f934-41b2-a3a8-73eaf2557c07,391,176,13,9,33,8,0,1,30,121,13,2025-01-07
ab1f47d5-1e20-4c74-a1ff-6b7e79d952a1,391,175,13,9,34,8,0,1,30,121,13,2025-01-08
8ac5f00e-3bb8-4315-8d70-c62f69241490,391,175,13,9,34,8,0,1,30,121,13,2025-01-09
70fe8399-4c8a-4a88-af9c-6ee7455bd4a6,392,176,13,9,34,8,0,1,30,121,13,2025-01-10
d4dc8046-ab99-44c7-8371-095084f7e533,392,176,13,9,34,8,0,1,30,121,13,2025-01-11
edfe6a0c-df5e-4031-8cb4-d86fdd752952,392,176,13,9,34,8,0,1,30,121,13,2025-01-12
4149fef1-260c-4e9c-b209-ed857708a226,394,178,13,9,34,8,0,1,30,121,13,2025-01-13
e132c7ea-72dc-483c-b812-0812bce90a81,394,178,13,9,34,8,0,1,30,121,13,2025-01-14
3834c9d0-9280-4350-8b02-1aeb51bd6d5b,394,178,13,9,34,8,0,1,30,121,13,2025-01-15
23648e12-e40e-43f3-b030-e9d1701b9886,394,178,13,9,34,8,0,1,30,121,13,2025-01-16
b8d57d74-106c-4e61-a30d-7590fa81178f,394,178,13,9,34,8,0,1,30,121,13,2025-01-17
e3530c51-d372-4dc8-9ae8-74931a1a861c,394,178,13,9,34,8,0,1,30,121,13,2025-01-18
30c917f4-3e0c-4dcf-b267-7f73e3f93d31,394,178,13,9,34,8,0,1,30,121,13,2025-01-19
76c25881-e67c-42be-a1fd-ebb42ea4e193,394,178,13,9,34,8,0,1,30,121,13,2025-01-20
486eec18-6276-4e73-9a16-fe71983c4c94,394,178,12,9,35,8,0,1,30,121,14,2025-01-21
7b159080-5097-4562-8270-effa319e836d,394,178,12,9,35,8,0,1,30,121,14,2025-01-22
fe0d5459-cbd9-4f44-842c-897fc8fd35c6,394,178,12,9,35,8,0,1,30,121,14,2025-01-23
e0012894-c4d4-4abf-a9d4-5c3a934cb156,394,178,12,9,35,8,0,1,30,121,14,2025-01-24
0bf9e736-1a1c-4bb3-953c-d828a4faf60a,394,176,12,11,35,8,0,1,30,121,14,2025-01-25
8c28b125-55e4-4e82-8f2d-f99b87c53dd6,394,176,12,11,35,8,0,1,30,121,14,2025-01-26
1a887cf8-0d3b-428d-a9c1-7dc6d1269f66,394,176,12,11,35,8,0,1,30,121,14,2025-01-27
470dff70-eeba-4bd8-b260-849a1f9797c6,394,176,12,11,35,8,0,1,30,121,14,2025-01-28
fed9fa51-7ae2-4406-bfce-ac84f5cd7768,394,176,12,11,35,8,0,1,30,121,14,2025-01-29
84cd1575-d8f2-4a85-9aab-e69fd0e1e0de,394,175,12,12,35,8,0,1,30,121,14,2025-01-30
a27e81df-fdaf-4f66-90bd-d9d796a1988b,394,175,12,12,35,8,0,1,30,121,14,2025-01-31
2c914c1f-e2cc-47fc-a038-179dec515faa,394,175,12,12,35,8,0,1,30,121,14,2025-02-01
15ffa1c9-7cbd-4d23-bfaf-46d086f8d8df,394,175,12,12,35,8,0,1,30,121,14,2025-02-02
577e6f51-febc-4ec0-bd11-68f49186f487,394,175,12,12,35,8,0,1,30,121,14,2025-02-03
b1c37ed9-f61e-4520-8e19-3b88bd780d08,394,175,12,12,34,9,0,1,30,121,14,2025-02-04
bfcc75cb-4a50-4f9c-bc4d-c9c119aaf22a,395,176,12,12,34,9,0,1,30,121,14,2025-02-05
b42c78cf-7cc9-4761-bc20-de709e176a27,396,177,12,12,34,9,0,1,30,121,14,2025-02-06
e7be0d59-6ee3-497e-a802-0917e74ac16e,396,176,13,12,34,9,0,1,30,121,14,2025-02-07
84fa3d9f-355d-4d14-b5bd-589122874901,396,176,12,13,34,9,0,1,30,121,14,2025-02-08
250536bc-cf65-40b1-971c-d2d729b56555,396,176,12,13,34,9,0,1,30,121,14,2025-02-09
30d5210d-f286-4cec-841d-49d166292b89,396,176,12,13,34,9,0,1,30,121,14,2025-02-10
f147619e-1482-4052-a0f1-779a8459ee3e,397,177,12,13,34,9,0,1,30,121,15,2025-02-11
027452fa-11e1-47ec-bd05-2de8dc174b88,397,177,12,13,34,9,0,1,30,121,15,2025-02-12
688ad25a-7c76-4b72-a3d9-d5f682792783,397,177,12,13,34,9,0,1,30,121,15,2025-02-13
c12306bc-161c-4d9d-816a-9c20a8cffc44,397,177,12,13,34,9,0,1,30,121,15,2025-02-14
0276947e-9cb4-4471-988a-4c3aabcde939,397,177,12,13,34,9,0,1,30,121,15,2025-02-15
b91e3712-86d8-4c0d-bfbb-94993bd3668e,397,177,12,13,34,9,0,1,30,121,15,2025-02-16
b2d602d4-f709-4711-b252-eed0bec6cefc,397,177,12,13,34,9,0,1,30,121,15,2025-02-17
f29a6484-68a5-4ed7-9095-fc24d5f4fb51,397,177,12,13,34,9,0,1,30,121,15,2025-02-18
ca45027c-1c1e-4630-8e5f-c3b7b45c199e,397,177,12,13,34,9,0,1,30,121,15,2025-02-19
617e7b96-85f8-49c7-91d1-109c83d1acfd,397,177,12,13,34,9,0,1,30,121,15,2025-02-20
6ae0a372-d422-41d3-ba64-a335c959835c,397,176,13,13,34,9,0,1,30,121,15,2025-02-21
d94ff511-3153-4387-a0ea-36c6e2490248,397,176,12,14,34,9,0,1,30,121,15,2025-02-22
88b4d80e-de42-4544-9d2c-fd4ddad6efdd,397,176,12,14,34,9,0,1,30,121,15,2025-02-23
64145505-ce8a-410f-9387-bba0a10b02ad,397,176,12,14,34,9,0,1,30,121,15,2025-02-24
974a8549-055e-407e-af93-1818ea76faff,397,176,12,14,34,9,0,1,30,121,15,2025-02-25
381ae220-6f5d-4eaf-a32a-8e155d11b291,403,182,12,14,34,9,0,1,30,121,15,2025-02-26
4b505caa-6a7e-4f36-86bf-61465e138c1d,403,182,12,14,34,9,0,1,30,121,15,2025-02-27
c1b62a94-9524-4567-8654-3e9c5426f6f2,403,182,12,14,34,9,0,1,30,121,15,2025-02-28
4b021242-3a52-4d25-981a-9b291b9af1e5,403,182,12,14,34,9,0,1,30,121,15,2025-03-01
70dcee8c-3f9a-4079-abec-ec53a513e966,403,182,12,14,34,9,0,1,30,121,15,2025-03-02
3bceb8cb-acfd-4016-a68f-a1b1b4b314ff,403,182,12,14,34,9,0,1,30,121,15,2025-03-03
fef53a8c-b1ad-4956-86df-2c5a8fe80ae6,406,185,12,14,34,9,0,1,30,121,15,2025-03-04
ccd7520c-0461-44eb-aef9-c386bb0e43b7,406,185,12,14,34,9,0,1,30,121,15,2025-03-05
01c75f12-915e-4eb2-a192-a7ad63f49f9b,406,185,12,14,34,9,0,1,30,121,15,2025-03-06
ce855c2b-99be-4e4f-93b2-c1b2819ad37e,406,185,12,14,34,9,0,1,30,121,15,2025-03-07
f432619d-e921-45bb-afec-e3a22ae9b16c,406,185,12,14,34,9,0,1,30,121,15,2025-03-08
b0c727a6-56f7-4ee4-8003-a5817ee2f83c,406,185,12,14,34,9,0,1,30,121,15,2025-03-09
23f545b2-712e-46ea-a26a-2f7871b6f5f7,406,185,12,14,34,9,0,1,30,121,15,2025-03-10
f9e6cbf2-82ed-40e1-a4b7-6a01359f0134,406,185,12,14,34,9,0,1,30,121,15,2025-03-11
72beec98-25eb-47f6-b495-186e1b0dd5c2,406,185,12,14,34,9,0,1,30,121,15,2025-03-12
073771c5-0a91-459c-9339-7eed7e6e39d4,406,185,12,14,34,9,0,1,30,121,15,2025-03-13
827d6236-e69c-4788-b521-7b9509514d2c,406,185,12,14,34,9,0,1,30,121,15,2025-03-14
01aaba6f-3b30-45ed-8c63-acb5817925ba,406,185,12,14,34,9,0,1,30,121,15,2025-03-15
b4a002e5-a931-4351-ad86-fc3c459666c0,406,185,12,14,34,9,0,1,30,121,15,2025-03-16
601fa84e-c2f3-4ff6-a260-66fb767b6ad7,406,185,12,14,34,9,0,1,30,121,15,2025-03-17
07ad2685-d664-47d2-b050-030cce60511d,406,185,12,14,34,9,0,1,30,121,15,2025-03-18
cc233f37-cef3-4e9c-971e-c2b5e030382e,406,185,12,14,34,9,0,1,30,121,15,2025-03-19
df52a2ba-fb9f-4b5f-8d86-03b870cc5288,406,184,12,15,34,9,0,1,30,121,15,2025-03-20
afb406d7-6eb5-485f-bc91-0b98abd28594,406,183,12,15,35,9,0,1,30,121,15,2025-03-21
